person,adult,people,caucasian,attractive,happy,lifestyle,pretty,smile,model,portrait,lady,women,body,fashion,human,smiling,one,sexy,cute
30.501452413977162,30.93107100161585,25.24903326964753,27.324140770229892,25.11852682441268,20.106467779123292,9.710872217553877,18.811831587803326,18.380899877323166,17.270828762991812,17.717318606600937,13.25849658177818,9.023254667372008,10.707397900338684,20.990947006899724,10.117024588732372,16.022139571295593,14.96005181182524,16.974259968970976,16.392822922255547
27.483802007418973,37.01424755137689,19.290971580518498,20.336216661847523,45.760946318554396,16.681178795522275,8.081968430375206,46.639221057950756,11.949889128554672,62.89421952479941,32.71703813722003,30.47443629489867,15.413800609297464,32.01459147447953,41.665289888690786,14.100320421060639,8.79560862728355,18.846104641452854,43.775698728108964,23.929990785101992
22.235422154829152,25.101763196620208,16.246390803803344,22.2457818469947,25.75035634609244,17.466073155265722,10.904138040093256,22.37521400024455,16.369927062054643,15.265789862080053,16.372746959749755,14.458913553156963,11.824927905455832,19.048681236610257,16.727403284540816,10.004872964183868,14.822125723574958,9.875804088855453,25.70165573278376,11.365544849579345
28.456650860458677,27.87260648524185,18.676276186062747,20.316225879209483,28.03770638024621,14.005943480962951,14.0191584927983,26.512545832704003,13.124716983486652,22.74148753150794,18.015655807948495,16.521957591006885,16.605924559411335,16.836296605491405,15.94081587747802,7.974352760906,12.780061688174243,13.758277957067918,24.102235380609315,15.625581162958333
21.320052944024653,23.361617494716025,17.461296026361016,18.873316811467994,35.095000444442576,15.434158565331781,20.835157491494794,29.256215677539142,11.691940925805168,32.58499507338274,14.867024983045184,21.259618904612694,15.666840017287063,29.63170562639978,24.23361554079557,9.756280327140423,14.076009214136544,14.243915302485865,37.81103426655482,18.673848586013168
29.23428917203947,28.70229286001433,21.854530727553133,27.779715522438227,34.65647153508307,14.682385834416301,14.834450901982803,30.55028673052214,16.40463910060506,26.48249389495423,18.20241179028712,23.223006348271586,18.134280541193128,18.45813919776145,24.136575451014124,9.366790043631799,18.073339649410357,16.54840256458245,31.53066079830597,15.206898443941986
20.87183274464598,26.501026986005886,19.60899884757654,21.481334535017947,34.69853172494026,14.687321208232756,18.679613403778713,30.691767503539005,15.140933282662438,32.83903231771141,17.992998198870996,25.186346475696432,17.481836244620368,29.954482750036362,25.291904164777,10.244776770029581,15.71651786795007,14.036807013249257,38.652120592524845,20.877232467488646
16.856496694134503,29.548557263622346,14.267426936560552,19.256648652874702,37.343140508832974,13.154011949147968,8.040922101079543,31.446740141673768,10.398342183726307,40.698151513199285,14.853293687272755,20.329158766969098,10.127443103834379,41.18165758644947,21.50543182665469,7.780021755248013,0,9.038456547816,45.253563477262354,14.657911040717712
20.117249423060603,15.01956473679676,14.984097698331118,14.354974284689662,0,12.356349656136096,12.264647786436335,0,7.6327930040353,0,0,0,7.690394152153666,0,0,0,9.442378825666603,9.770820491943526,0,0
25.56965362153928,26.89880434801179,16.848776295823374,22.552250173233315,28.93418020340879,15.680700046298861,14.441947438622712,23.311692966711206,15.50450960093638,22.308939622813874,20.704054592779997,13.147363955649766,13.413745331073862,26.491239286879857,18.63772263763243,15.024030236047226,12.421978535308432,0,22.187891488805743,10.147035486713216
29.044519171608496,30.003139844311733,18.470062114821683,21.87131318657435,27.581574555015504,16.282805951010104,14.437399665426934,23.30752252506074,18.203775794178366,22.315956582270477,15.674448495679606,14.708450057569605,16.406051049719434,23.443666752521,18.64263917613964,11.429110610077142,13.797003932169353,7.752114995326105,22.198438366763934,12.148180112251488
26.532189117816372,25.775912402281282,21.867405981955848,28.87971393743289,30.756688549299433,19.973500608409076,12.949493634159866,28.035207319767224,16.285021802740978,20.008219577939016,20.745425834292963,18.093525953682477,19.350080377298763,13.5596331835597,23.73521189929125,9.597955215805552,17.872948738939357,16.464131897552022,26.711492026829326,16.33105028305902
20.292339104477733,35.24610122328036,20.595045773959583,28.762194056053666,35.953681161717405,13.495410406969462,14.735832423872017,29.75187220193767,15.097293710596055,35.30717252557549,18.87721059664659,17.259796327471033,18.07458267872858,40.49453200663116,18.76964506585254,8.399639834897942,9.355920764155798,12.296740369545184,42.33584346612549,17.716341772939746
18.01645579680341,18.081787953036095,18.215972554543917,18.093013441360572,29.555306164955397,13.823740830738934,19.399323107137985,21.126614813609912,10.084403601064844,26.833980120891717,11.522504060450363,14.254203389396153,13.799780517779508,32.549692921743116,18.318887846576008,11.316607750677488,11.05143392082791,13.782379974193281,35.701232545168274,14.284867630430188
16.349124725018296,19.33165643073433,21.364916533535578,16.300173876108886,22.79607909797336,18.177296728711962,22.554148273427955,18.735327524390357,13.306674254625477,18.833405393658015,12.313566979012148,11.577320083194914,13.243339565667641,24.164130281778675,9.411470802930637,10.082896630872769,8.40916203684832,13.851529391831733,25.84152075092501,0
15.811543435183236,31.954874113409826,15.80892254469777,20.446738483611654,36.20789300011914,10.442300089722735,10.565767561107336,31.570296608395193,9.187484751414754,41.33784725963071,16.017069876041813,23.163813925349956,11.568148702335339,44.74258261515098,20.780609465397013,10.403022658783666,0,12.790199995314985,48.77275067857611,14.730615989239581
25.93440783887897,26.06928237229146,21.614086270739676,23.74906230870685,17.62816286337512,12.290502142912189,17.337217877816425,13.583032638193597,13.08007680049791,13.719639530260316,11.560963988990535,8.276137613276491,10.13134788695411,10.27160406407038,15.996347591982621,13.18412776352518,10.02637562528756,10.97042213588318,11.884024838478622,9.182325688698253
27.805745476540366,40.92007958628261,19.633803563980745,19.495029572620563,34.762821140521865,16.5291151610877,11.44523183535924,34.398180170386205,17.828595996508167,40.60602936705111,29.405724534647938,24.897547065268657,16.750757951966925,21.47642792320929,25.87570062473132,14.655701798882875,18.271379086226112,14.470389063681584,31.317246563248155,16.486592025315623
30.33455573645506,37.00171564499467,20.745276180168354,25.85351314905,39.81685354030023,16.33282521849642,11.038355057296734,37.42091228972325,14.879536214892331,35.570682577388666,30.187073379676278,23.28933690973682,17.172610548129136,18.209042382909136,26.610159300339948,13.630264995651252,15.923948624361687,12.767547604782838,32.23986213381925,14.920389547447689
21.35211247119562,28.550746946659256,26.443530358347704,22.9993405226136,17.355654164006634,23.362746369813827,18.447266835215224,17.181830386681085,17.42248653843827,11.810123706018125,11.214088910590153,10.755942472589048,11.850794041937583,0,9.235548971265063,8.52500667650115,21.22504289351642,7.72075538527393,7.589284870369473,9.393000633919712
22.755591694014665,17.167762510586634,24.49178262519165,19.567292738898505,11.209241308679642,18.33319922503946,14.816772600906509,9.787173144847763,11.900382207817799,8.730285862760516,0,0,0,10.362040151302823,0,10.50686875478082,12.844988969455766,0,7.490866262538939,7.293353820255175
25.93440781871198,26.069282353507933,21.61408626719715,23.749062325078384,17.628162850594894,12.290502138229986,17.33721789181605,13.583032628152397,13.080076805977212,13.719639516265456,11.560963969289775,8.276137592546808,10.13134788123771,10.271604064295868,15.996347575807993,13.184127744096278,10.026375630860393,10.970422133074154,11.884024823616821,9.182325675318511
